https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT,tradecount
1640746800000,2021-12-29 03:00:00,BNB/USDT,538.640,540.550,537.590,538.740,15987.17,8619520.48710,14760
1640743200000,2021-12-29 02:00:00,BNB/USDT,534.960,538.980,534.660,538.610,18233.09,9800745.20550,15751
1640739600000,2021-12-29 01:00:00,BNB/USDT,536.590,537.750,534.510,534.970,18153.34,9735468.91120,18794
1640736000000,2021-12-29 00:00:00,BNB/USDT,534.120,537.800,532.670,536.570,27789.17,14874105.82870,29233
1640732400000,2021-12-28 23:00:00,BNB/USDT,535.920,537.560,533.570,534.130,18374.35,9848103.09160,18246
1640728800000,2021-12-28 22:00:00,BNB/USDT,534.290,536.170,532.340,535.920,20287.34,10844892.88550,19100
1640725200000,2021-12-28 21:00:00,BNB/USDT,536.700,537.490,533.000,534.290,23634.61,12656278.68790,21100
1640721600000,2021-12-28 20:00:00,BNB/USDT,534.660,539.220,531.660,536.710,47586.16,25474564.07130,28624
1640718000000,2021-12-28 19:00:00,BNB/USDT,534.540,535.700,528.310,534.650,56235.35,29917578.37070,45520
1640714400000,2021-12-28 18:00:00,BNB/USDT,536.780,537.000,532.800,534.530,43703.91,23374534.00150,30743
1640710800000,2021-12-28 17:00:00,BNB/USDT,543.890,544.910,532.500,536.740,99709.74,53572846.81195,62976
1640707200000,2021-12-28 16:00:00,BNB/USDT,548.010,548.670,538.680,543.940,77997.14,42354633.31248,53196
1640703600000,2021-12-28 15:00:00,BNB/USDT,549.680,551.180,547.100,548.010,36300.58,19932275.18640,25322
1640700000000,2021-12-28 14:00:00,BNB/USDT,551.150,551.920,541.220,549.740,95158.15,52104947.08860,60923
1640696400000,2021-12-28 13:00:00,BNB/USDT,551.900,554.630,550.710,551.150,39514.98,21844852.26520,27585
1640692800000,2021-12-28 12:00:00,BNB/USDT,553.160,555.260,551.030,551.910,41391.62,22902157.17364,36802
1640689200000,2021-12-28 11:00:00,BNB/USDT,550.140,553.460,548.610,553.160,30375.19,16754551.94860,26473
1640685600000,2021-12-28 10:00:00,BNB/USDT,547.930,550.390,545.620,550.140,39600.84,21715249.15940,30480
1640682000000,2021-12-28 09:00:00,BNB/USDT,550.510,553.160,546.670,547.940,55340.78,30447816.91160,39062
1640678400000,2021-12-28 08:00:00,BNB/USDT,548.100,550.790,545.400,550.510,38881.90,21330154.95840,28095
1640674800000,2021-12-28 07:00:00,BNB/USDT,549.710,550.870,545.390,548.150,34598.62,18958221.36760,29783
1640671200000,2021-12-28 06:00:00,BNB/USDT,548.410,551.550,547.380,549.720,32977.04,18128496.77760,25223
1640667600000,2021-12-28 05:00:00,BNB/USDT,546.710,549.110,544.700,548.410,33397.02,18268482.79230,23248
1640664000000,2021-12-28 04:00:00,BNB/USDT,552.790,552.790,542.510,546.710,91676.70,50091420.64990,52014
1640660400000,2021-12-28 03:00:00,BNB/USDT,553.350,553.350,546.600,552.770,63697.12,35018326.29231,40014
1640656800000,2021-12-28 02:00:00,BNB/USDT,553.180,555.160,549.040,553.350,57803.87,31904313.76460,36726
1640653200000,2021-12-28 01:00:00,BNB/USDT,561.170,561.170,550.700,553.180,87237.03,48454585.77020,47685
1640649600000,2021-12-28 00:00:00,BNB/USDT,563.790,563.980,555.000,561.170,116664.12,65244595.93301,67563
1640646000000,2021-12-27 23:00:00,BNB/USDT,570.990,571.390,563.120,563.790,59935.99,33961101.94520,39159
1640642400000,2021-12-27 22:00:00,BNB/USDT,568.510,571.850,565.200,570.980,46342.79,26383979.92890,34857
1640638800000,2021-12-27 21:00:00,BNB/USDT,569.750,571.180,567.320,568.430,33920.40,19314503.39030,27810
1640635200000,2021-12-27 20:00:00,BNB/USDT,568.810,571.500,565.000,569.740,70138.16,39879754.43340,41927
1640631600000,2021-12-27 19:00:00,BNB/USDT,569.420,571.990,566.500,568.800,82113.69,46751509.77970,52544
1640628000000,2021-12-27 18:00:00,BNB/USDT,565.860,569.420,565.850,569.420,44416.26,25212913.23520,41051
1640624400000,2021-12-27 17:00:00,BNB/USDT,561.350,567.990,561.350,565.860,93556.27,52900932.46040,59477
1640620800000,2021-12-27 16:00:00,BNB/USDT,558.850,562.320,558.140,561.330,67090.16,37569216.06757,49654
1640617200000,2021-12-27 15:00:00,BNB/USDT,554.290,559.450,554.240,558.820,72637.96,40448332.30064,47898
1640613600000,2021-12-27 14:00:00,BNB/USDT,551.260,554.740,551.160,554.310,48631.43,26908285.12600,38188
1640610000000,2021-12-27 13:00:00,BNB/USDT,548.710,553.150,547.580,551.240,55752.11,30707791.82440,37993
1640606400000,2021-12-27 12:00:00,BNB/USDT,547.840,549.280,545.100,548.700,34975.38,19162912.90630,26098
1640602800000,2021-12-27 11:00:00,BNB/USDT,547.150,548.300,545.910,547.830,22910.49,12542373.12560,19362
1640599200000,2021-12-27 10:00:00,BNB/USDT,546.210,547.690,545.810,547.150,20990.47,11478483.21970,16670
1640595600000,2021-12-27 09:00:00,BNB/USDT,544.080,546.840,543.200,546.220,41332.93,22536004.33640,29506
1640592000000,2021-12-27 08:00:00,BNB/USDT,545.780,547.410,544.040,544.070,25054.48,13677031.66110,18406
1640588400000,2021-12-27 07:00:00,BNB/USDT,547.800,547.870,545.280,545.780,21827.66,11929630.80270,17546
1640584800000,2021-12-27 06:00:00,BNB/USDT,546.760,548.330,546.150,547.800,17933.04,9814814.65700,12301
1640581200000,2021-12-27 05:00:00,BNB/USDT,548.350,548.600,546.350,546.740,16306.18,8929227.42440,12054
1640577600000,2021-12-27 04:00:00,BNB/USDT,548.900,549.470,548.000,548.350,18482.81,10138522.36790,12701
1640574000000,2021-12-27 03:00:00,BNB/USDT,546.870,550.000,546.140,548.850,26185.09,14363605.78850,19976
1640570400000,2021-12-27 02:00:00,BNB/USDT,546.860,548.350,546.190,546.930,18163.00,9939653.60050,13679
1640566800000,2021-12-27 01:00:00,BNB/USDT,545.470,547.000,544.010,546.860,14377.05,7842178.76080,11937
1640563200000,2021-12-27 00:00:00,BNB/USDT,546.500,547.530,544.330,545.480,20478.61,11177310.80390,24880
1640559600000,2021-12-26 23:00:00,BNB/USDT,547.880,548.670,545.540,546.430,16612.25,9086520.35090,18841
1640556000000,2021-12-26 22:00:00,BNB/USDT,547.380,549.000,547.370,547.880,18672.67,10239741.21410,17413
1640552400000,2021-12-26 21:00:00,BNB/USDT,546.320,548.800,543.830,547.380,32484.43,17758060.17090,25228
1640548800000,2021-12-26 20:00:00,BNB/USDT,547.650,548.670,546.260,546.270,19363.89,10605853.97400,13565
1640545200000,2021-12-26 19:00:00,BNB/USDT,547.300,548.480,546.550,547.680,15276.72,8365782.62360,14128
1640541600000,2021-12-26 18:00:00,BNB/USDT,546.630,548.490,545.590,547.310,25590.40,13996063.45381,20419
1640538000000,2021-12-26 17:00:00,BNB/USDT,546.220,547.600,545.230,546.630,24825.86,13574658.16320,21984
1640534400000,2021-12-26 16:00:00,BNB/USDT,543.390,546.960,543.380,546.210,30941.62,16878421.84470,22394
1640530800000,2021-12-26 15:00:00,BNB/USDT,542.240,544.780,542.050,543.390,23059.42,12529491.09640,17427
1640527200000,2021-12-26 14:00:00,BNB/USDT,542.050,542.790,540.700,542.240,16837.58,9120337.39540,17750
1640523600000,2021-12-26 13:00:00,BNB/USDT,543.200,543.600,541.250,542.020,18023.25,9776427.37220,17692
1640520000000,2021-12-26 12:00:00,BNB/USDT,542.550,543.880,541.010,543.190,21098.13,11449778.19130,22180
1640516400000,2021-12-26 11:00:00,BNB/USDT,544.670,545.370,539.540,542.550,38974.80,21150631.61580,26893
1640512800000,2021-12-26 10:00:00,BNB/USDT,544.290,544.980,543.170,544.630,24573.51,13371134.73860,20434
1640509200000,2021-12-26 09:00:00,BNB/USDT,542.560,545.210,542.200,544.310,24791.60,13482586.74650,18913
1640505600000,2021-12-26 08:00:00,BNB/USDT,541.310,543.860,540.790,542.560,21300.73,11552973.72610,17198
1640502000000,2021-12-26 07:00:00,BNB/USDT,540.540,541.850,539.330,541.310,13003.74,7032371.58610,14417
1640498400000,2021-12-26 06:00:00,BNB/USDT,539.960,540.690,539.600,540.540,16348.57,8830654.28080,16441
1640494800000,2021-12-26 05:00:00,BNB/USDT,540.840,540.840,539.190,539.960,21995.60,11877244.51770,15249
1640491200000,2021-12-26 04:00:00,BNB/USDT,538.520,540.970,536.340,540.830,36564.55,19725188.29110,20824
1640487600000,2021-12-26 03:00:00,BNB/USDT,541.790,541.790,536.000,538.520,65204.80,35154305.41300,34750
1640484000000,2021-12-26 02:00:00,BNB/USDT,545.070,545.410,540.500,541.800,39562.63,21458928.05628,26020
1640480400000,2021-12-26 01:00:00,BNB/USDT,544.670,546.460,543.610,545.080,23094.51,12585341.03320,17084
1640476800000,2021-12-26 00:00:00,BNB/USDT,547.500,547.650,543.020,544.650,30306.40,16531405.13670,22276
1640473200000,2021-12-25 23:00:00,BNB/USDT,547.600,549.580,546.710,547.500,22365.00,12257921.08730,17971
1640469600000,2021-12-25 22:00:00,BNB/USDT,549.300,550.300,546.630,547.590,25837.80,14166184.65570,18041
1640466000000,2021-12-25 21:00:00,BNB/USDT,546.970,550.950,546.940,549.310,33419.48,18358229.36651,25566
1640462400000,2021-12-25 20:00:00,BNB/USDT,546.740,548.270,545.620,546.980,21283.65,11641834.03580,20625
1640458800000,2021-12-25 19:00:00,BNB/USDT,546.600,547.090,545.760,546.730,16527.94,9029900.65650,12081
1640455200000,2021-12-25 18:00:00,BNB/USDT,545.660,548.000,544.800,546.620,30132.75,16464465.75670,25496
1640451600000,2021-12-25 17:00:00,BNB/USDT,545.360,545.880,541.510,545.630,38880.40,21145058.57838,25819
1640448000000,2021-12-25 16:00:00,BNB/USDT,545.580,546.710,543.400,545.350,29015.61,15818096.86250,24330
1640444400000,2021-12-25 15:00:00,BNB/USDT,546.070,546.600,545.100,545.590,15521.43,8472399.71830,14712
1640440800000,2021-12-25 14:00:00,BNB/USDT,546.550,547.100,545.160,546.080,19703.21,10758442.47960,17826
1640437200000,2021-12-25 13:00:00,BNB/USDT,545.950,547.190,544.040,546.540,27208.03,14846007.63700,16639
1640433600000,2021-12-25 12:00:00,BNB/USDT,544.410,547.300,543.860,545.930,28879.31,15769910.59290,25514
1640430000000,2021-12-25 11:00:00,BNB/USDT,543.310,545.460,542.840,544.400,15978.57,8694911.81210,14090
1640426400000,2021-12-25 10:00:00,BNB/USDT,545.260,545.950,542.680,543.320,21966.05,11957154.08160,24027
1640422800000,2021-12-25 09:00:00,BNB/USDT,546.650,547.170,545.120,545.290,14450.20,7895709.22130,13309
1640419200000,2021-12-25 08:00:00,BNB/USDT,546.060,547.400,544.960,546.690,19796.32,10808410.05530,16777
1640415600000,2021-12-25 07:00:00,BNB/USDT,545.350,548.330,544.700,546.050,37467.96,20467161.30591,21625
1640412000000,2021-12-25 06:00:00,BNB/USDT,545.240,545.500,542.660,545.350,17895.17,9740447.45250,16457
1640408400000,2021-12-25 05:00:00,BNB/USDT,543.470,546.290,543.470,545.240,16794.63,9153588.70870,16110
1640404800000,2021-12-25 04:00:00,BNB/USDT,542.080,544.280,541.700,543.470,12074.05,6559915.29030,12098
1640401200000,2021-12-25 03:00:00,BNB/USDT,542.010,543.930,541.610,542.070,10501.85,5699758.24750,16011
1640397600000,2021-12-25 02:00:00,BNB/USDT,544.510,545.840,542.020,542.020,13078.14,7117272.77890,13530
1640394000000,2021-12-25 01:00:00,BNB/USDT,546.050,546.630,542.420,544.510,16893.05,9196755.04920,17843
1640390400000,2021-12-25 00:00:00,BNB/USDT,542.210,546.170,539.290,546.050,24175.48,13145196.48350,21050
1640386800000,2021-12-24 23:00:00,BNB/USDT,542.880,543.200,537.080,542.200,43365.37,23427818.87950,35445
1640383200000,2021-12-24 22:00:00,BNB/USDT,543.920,544.770,540.540,542.850,28367.56,15389244.09498,25463
1640379600000,2021-12-24 21:00:00,BNB/USDT,545.590,545.590,542.730,543.920,18172.48,9886771.93860,16742
1640376000000,2021-12-24 20:00:00,BNB/USDT,543.820,545.840,541.660,545.580,35169.35,19130481.05520,27089
1640372400000,2021-12-24 19:00:00,BNB/USDT,549.280,550.680,543.340,543.810,39831.54,21795126.27840,30929
1640368800000,2021-12-24 18:00:00,BNB/USDT,546.860,549.670,545.700,549.270,35480.92,19425305.23310,24709
1640365200000,2021-12-24 17:00:00,BNB/USDT,546.230,547.500,544.000,546.840,23610.23,12882987.27780,22984
1640361600000,2021-12-24 16:00:00,BNB/USDT,548.200,550.990,544.750,546.240,52603.08,28825099.70910,34657
1640358000000,2021-12-24 15:00:00,BNB/USDT,549.380,549.380,541.430,548.200,90589.05,49392703.68679,54158
1640354400000,2021-12-24 14:00:00,BNB/USDT,547.040,554.460,546.500,549.380,91479.48,50398767.23440,44896
1640350800000,2021-12-24 13:00:00,BNB/USDT,547.410,548.860,545.380,547.090,18763.79,10264208.64630,19337
1640347200000,2021-12-24 12:00:00,BNB/USDT,546.810,547.800,544.000,547.400,22562.05,12318422.92220,22621
1640343600000,2021-12-24 11:00:00,BNB/USDT,548.470,551.250,545.280,546.780,38874.39,21318725.58240,31955
1640340000000,2021-12-24 10:00:00,BNB/USDT,549.330,549.340,546.630,548.460,20181.29,11059279.52970,19590
1640336400000,2021-12-24 09:00:00,BNB/USDT,547.050,549.590,546.470,549.350,31307.57,17164060.56091,21065
1640332800000,2021-12-24 08:00:00,BNB/USDT,545.970,548.280,544.840,547.040,28862.22,15784821.93680,22387
1640329200000,2021-12-24 07:00:00,BNB/USDT,544.710,546.160,543.400,545.980,19939.83,10872342.00680,15932
1640325600000,2021-12-24 06:00:00,BNB/USDT,543.720,546.000,541.010,544.680,27479.42,14936214.36338,21515
1640322000000,2021-12-24 05:00:00,BNB/USDT,544.570,544.570,541.730,543.720,30462.39,16543718.31880,23076
1640318400000,2021-12-24 04:00:00,BNB/USDT,545.380,546.440,544.230,544.560,22416.03,12218361.62420,17841
1640314800000,2021-12-24 03:00:00,BNB/USDT,546.930,547.850,543.850,545.340,27928.80,15242962.21340,22312
1640311200000,2021-12-24 02:00:00,BNB/USDT,549.000,549.500,546.600,546.940,23301.29,12773231.88390,18403
1640307600000,2021-12-24 01:00:00,BNB/USDT,548.380,550.830,547.880,549.000,26657.08,14639623.42580,22522
1640304000000,2021-12-24 00:00:00,BNB/USDT,548.940,549.500,546.510,548.400,21626.86,11855185.25350,25035
1640300400000,2021-12-23 23:00:00,BNB/USDT,548.470,549.340,546.550,548.920,22330.27,12232723.02500,17151
1640296800000,2021-12-23 22:00:00,BNB/USDT,548.870,551.310,548.030,548.470,20322.17,11165387.82360,20795
1640293200000,2021-12-23 21:00:00,BNB/USDT,548.810,549.490,546.000,548.880,23727.58,12998673.40020,22764
1640289600000,2021-12-23 20:00:00,BNB/USDT,550.330,551.000,547.140,548.770,50584.74,27771811.64070,33745
1640286000000,2021-12-23 19:00:00,BNB/USDT,546.540,552.460,545.600,550.220,68400.79,37587831.66760,50175
1640282400000,2021-12-23 18:00:00,BNB/USDT,542.900,550.970,542.780,546.540,136099.39,74460972.10741,84019
1640278800000,2021-12-23 17:00:00,BNB/USDT,535.110,543.670,534.000,542.900,84714.69,45638189.64258,60635
1640275200000,2021-12-23 16:00:00,BNB/USDT,529.760,535.130,529.570,535.120,50209.79,26726717.58525,34392
1640271600000,2021-12-23 15:00:00,BNB/USDT,529.530,530.550,528.870,529.750,17933.34,9502631.87220,18715
1640268000000,2021-12-23 14:00:00,BNB/USDT,528.990,530.600,528.000,529.580,23722.45,12553681.55830,21795
1640264400000,2021-12-23 13:00:00,BNB/USDT,529.200,531.480,528.710,529.000,32239.63,17085361.95680,26117
1640260800000,2021-12-23 12:00:00,BNB/USDT,527.040,530.720,526.950,529.210,26462.20,14003186.58830,22556
1640257200000,2021-12-23 11:00:00,BNB/USDT,527.970,529.510,525.780,527.090,28825.33,15212390.58680,22413
1640253600000,2021-12-23 10:00:00,BNB/USDT,526.760,528.320,525.750,527.950,22974.40,12112895.08460,22100
1640250000000,2021-12-23 09:00:00,BNB/USDT,527.610,528.210,525.290,526.770,26129.84,13765859.00900,19925
1640246400000,2021-12-23 08:00:00,BNB/USDT,526.760,527.990,524.640,527.620,47774.93,25151348.49670,29483
1640242800000,2021-12-23 07:00:00,BNB/USDT,530.980,531.340,524.330,526.760,42906.02,22642263.51982,32386
1640239200000,2021-12-23 06:00:00,BNB/USDT,529.910,531.370,529.110,530.990,20083.69,10648227.28700,21476
1640235600000,2021-12-23 05:00:00,BNB/USDT,531.080,531.850,529.510,529.900,22346.77,11858479.61820,17873
1640232000000,2021-12-23 04:00:00,BNB/USDT,533.900,533.900,530.790,531.080,17237.98,9179533.18240,15855
1640228400000,2021-12-23 03:00:00,BNB/USDT,533.220,534.640,530.350,533.940,26478.34,14109111.65120,24267
1640224800000,2021-12-23 02:00:00,BNB/USDT,535.120,537.440,533.130,533.220,30524.48,16351787.88980,24607
1640221200000,2021-12-23 01:00:00,BNB/USDT,532.420,535.200,530.050,535.060,28800.29,15339995.48210,25721
1640217600000,2021-12-23 00:00:00,BNB/USDT,533.750,535.260,528.750,532.430,67979.26,36119504.18180,38466
1640214000000,2021-12-22 23:00:00,BNB/USDT,538.890,539.060,531.300,533.740,33528.52,17924739.48145,29175
1640210400000,2021-12-22 22:00:00,BNB/USDT,538.880,539.550,536.420,538.880,15309.75,8238369.14910,16720
1640206800000,2021-12-22 21:00:00,BNB/USDT,539.230,539.360,537.300,538.870,19680.91,10592359.09940,21353
1640203200000,2021-12-22 20:00:00,BNB/USDT,538.920,540.360,538.150,539.160,17239.77,9298952.44060,19940
1640199600000,2021-12-22 19:00:00,BNB/USDT,537.080,539.840,535.920,538.930,17802.19,9581537.00950,22027
1640196000000,2021-12-22 18:00:00,BNB/USDT,536.310,539.660,535.560,537.090,36348.48,19527673.92420,29032
1640192400000,2021-12-22 17:00:00,BNB/USDT,542.300,543.660,535.350,536.320,51413.44,27688777.46510,44276
1640188800000,2021-12-22 16:00:00,BNB/USDT,541.050,545.490,541.040,542.290,82114.46,44643215.59090,55631
1640185200000,2021-12-22 15:00:00,BNB/USDT,534.390,543.320,532.730,541.040,96889.84,52248926.06078,58302
1640181600000,2021-12-22 14:00:00,BNB/USDT,530.790,536.370,530.550,534.440,76416.59,40809210.72505,42663
1640178000000,2021-12-22 13:00:00,BNB/USDT,530.110,532.470,528.880,530.790,35854.31,19022555.22140,33987
1640174400000,2021-12-22 12:00:00,BNB/USDT,535.610,538.000,527.860,530.110,72779.84,38791278.59022,50636
1640170800000,2021-12-22 11:00:00,BNB/USDT,534.680,537.520,534.330,535.610,32912.52,17639319.10930,28266
1640167200000,2021-12-22 10:00:00,BNB/USDT,532.910,535.670,531.870,534.680,34321.42,18323744.59830,25559
1640163600000,2021-12-22 09:00:00,BNB/USDT,536.080,537.670,531.230,532.910,36721.97,19609134.88970,27583
1640160000000,2021-12-22 08:00:00,BNB/USDT,535.090,537.890,533.690,536.090,30582.04,16399735.34000,28423
1640156400000,2021-12-22 07:00:00,BNB/USDT,533.310,535.710,533.220,535.090,15559.96,8318766.39280,19581
1640152800000,2021-12-22 06:00:00,BNB/USDT,532.480,534.620,532.110,533.260,17920.76,9564841.08660,18067
1640149200000,2021-12-22 05:00:00,BNB/USDT,534.800,535.500,531.640,532.500,20388.24,10878060.99160,18605
1640145600000,2021-12-22 04:00:00,BNB/USDT,533.860,536.250,533.230,534.800,24904.66,13316511.30265,25781
1640142000000,2021-12-22 03:00:00,BNB/USDT,532.810,534.420,532.250,533.850,14046.84,7492034.65150,16992
1640138400000,2021-12-22 02:00:00,BNB/USDT,529.300,534.730,529.020,532.810,35777.49,19058843.49480,32520
1640134800000,2021-12-22 01:00:00,BNB/USDT,527.520,530.680,527.290,529.290,15617.72,8265746.12130,15363
1640131200000,2021-12-22 00:00:00,BNB/USDT,528.510,531.170,527.250,527.530,20536.42,10875337.39350,20554
1640127600000,2021-12-21 23:00:00,BNB/USDT,531.230,531.700,528.400,528.460,19309.31,10234931.88120,20154
1640124000000,2021-12-21 22:00:00,BNB/USDT,529.370,531.340,528.630,531.230,16082.02,8519052.44280,19174
1640120400000,2021-12-21 21:00:00,BNB/USDT,527.370,529.910,526.600,529.340,20476.39,10817430.26510,22827
1640116800000,2021-12-21 20:00:00,BNB/USDT,527.610,528.360,525.810,527.370,21668.83,11417116.94210,21346
1640113200000,2021-12-21 19:00:00,BNB/USDT,526.010,528.100,525.720,527.610,11195.89,5897683.03690,17074
1640109600000,2021-12-21 18:00:00,BNB/USDT,526.790,527.650,525.730,526.030,15923.08,8383820.40260,17864
1640106000000,2021-12-21 17:00:00,BNB/USDT,527.170,529.680,526.190,526.790,25020.15,13204233.76540,19790
1640102400000,2021-12-21 16:00:00,BNB/USDT,525.750,529.100,525.220,527.160,29824.83,15725171.35880,24975
1640098800000,2021-12-21 15:00:00,BNB/USDT,528.210,528.830,523.100,525.750,62190.38,32702844.81890,41037
1640095200000,2021-12-21 14:00:00,BNB/USDT,530.120,530.670,527.160,528.240,35478.18,18760220.33262,26526
1640091600000,2021-12-21 13:00:00,BNB/USDT,530.840,531.980,529.100,530.120,29708.24,15760623.04470,23336
1640088000000,2021-12-21 12:00:00,BNB/USDT,531.500,535.280,530.460,530.840,42374.77,22573204.69040,30431
1640084400000,2021-12-21 11:00:00,BNB/USDT,531.130,532.000,530.030,531.500,23299.12,12376896.50360,16899
1640080800000,2021-12-21 10:00:00,BNB/USDT,531.330,532.400,530.770,531.120,15609.54,8298040.87580,15778
1640077200000,2021-12-21 09:00:00,BNB/USDT,532.350,536.010,530.580,531.340,63839.25,34032558.16285,41287
1640073600000,2021-12-21 08:00:00,BNB/USDT,527.990,533.520,527.180,532.350,61733.65,32785412.21890,36112
1640070000000,2021-12-21 07:00:00,BNB/USDT,528.790,529.270,526.430,527.980,18981.83,10022028.34270,17611
1640066400000,2021-12-21 06:00:00,BNB/USDT,528.990,529.550,527.080,528.790,19629.90,10369550.71850,17942
1640062800000,2021-12-21 05:00:00,BNB/USDT,529.180,530.740,526.480,528.970,37448.85,19796822.39950,29159
1640059200000,2021-12-21 04:00:00,BNB/USDT,527.680,532.500,527.680,529.180,68532.35,36329102.35080,50186
1640055600000,2021-12-21 03:00:00,BNB/USDT,519.800,528.500,519.550,527.680,49014.21,25689160.08342,32317
1640052000000,2021-12-21 02:00:00,BNB/USDT,520.110,521.410,519.080,519.790,17583.68,9144429.09950,19601
1640048400000,2021-12-21 01:00:00,BNB/USDT,520.200,520.940,517.170,520.120,30666.53,15919769.98840,24174
1640044800000,2021-12-21 00:00:00,BNB/USDT,523.960,526.460,519.350,520.200,49175.19,25736574.70840,34899
1640041200000,2021-12-20 23:00:00,BNB/USDT,521.340,525.570,521.290,523.960,30546.59,15996430.57340,24437
1640037600000,2021-12-20 22:00:00,BNB/USDT,522.330,524.750,520.840,521.360,22062.99,11535994.57350,24776
1640034000000,2021-12-20 21:00:00,BNB/USDT,524.490,527.500,522.110,522.360,43817.30,23016814.93440,38042
1640030400000,2021-12-20 20:00:00,BNB/USDT,518.860,525.520,518.770,524.480,48792.08,25453925.19719,40104
1640026800000,2021-12-20 19:00:00,BNB/USDT,516.410,519.450,515.950,518.860,32426.07,16789733.63470,28649
1640023200000,2021-12-20 18:00:00,BNB/USDT,514.320,517.090,513.620,516.400,23236.74,11976851.06100,20410
1640019600000,2021-12-20 17:00:00,BNB/USDT,515.850,517.300,514.090,514.340,27425.74,14141591.38080,27058
1640016000000,2021-12-20 16:00:00,BNB/USDT,511.700,516.270,510.820,515.850,31172.79,16011808.87010,29675
1640012400000,2021-12-20 15:00:00,BNB/USDT,516.270,516.530,511.000,511.670,37563.82,19312816.84580,31627
1640008800000,2021-12-20 14:00:00,BNB/USDT,509.580,516.810,506.000,516.280,85128.85,43483183.61589,62649
1640005200000,2021-12-20 13:00:00,BNB/USDT,511.090,513.150,508.050,509.590,45712.83,23348310.60350,37897
1640001600000,2021-12-20 12:00:00,BNB/USDT,514.960,515.080,510.570,511.100,38363.37,19648748.85300,32290
1639998000000,2021-12-20 11:00:00,BNB/USDT,513.390,515.350,512.380,514.970,22221.42,11428807.60590,23353
1639994400000,2021-12-20 10:00:00,BNB/USDT,511.110,515.900,510.660,513.400,37752.05,19395379.29180,31426
1639990800000,2021-12-20 09:00:00,BNB/USDT,519.880,520.440,510.650,511.120,81444.03,41860573.73286,54216
1639987200000,2021-12-20 08:00:00,BNB/USDT,520.960,522.220,518.200,519.890,25802.99,13426846.80020,28138
1639983600000,2021-12-20 07:00:00,BNB/USDT,521.580,522.440,518.000,520.960,31180.15,16217166.59090,25679
1639980000000,2021-12-20 06:00:00,BNB/USDT,520.760,522.900,518.490,521.580,37917.20,19747328.19730,34934
1639976400000,2021-12-20 05:00:00,BNB/USDT,528.360,528.990,520.220,520.750,40037.66,20979849.06249,33865
1639972800000,2021-12-20 04:00:00,BNB/USDT,527.280,528.740,526.060,528.440,21236.01,11204550.99530,18494
1639969200000,2021-12-20 03:00:00,BNB/USDT,527.260,528.370,525.250,527.290,21316.74,11225999.15250,22082
1639965600000,2021-12-20 02:00:00,BNB/USDT,529.330,529.500,526.000,527.340,29079.46,15332887.81820,27527
1639962000000,2021-12-20 01:00:00,BNB/USDT,532.590,534.930,528.030,529.420,38409.75,20410137.11417,30878
1639958400000,2021-12-20 00:00:00,BNB/USDT,529.720,532.600,525.360,532.580,39403.19,20820285.67360,32797
1639954800000,2021-12-19 23:00:00,BNB/USDT,533.030,534.110,528.880,529.710,23681.34,12594683.49240,23985
1639951200000,2021-12-19 22:00:00,BNB/USDT,528.800,534.500,528.010,533.030,19668.38,10457896.18090,21767
1639947600000,2021-12-19 21:00:00,BNB/USDT,529.670,530.740,528.070,528.800,12913.53,6840879.69180,15294
1639944000000,2021-12-19 20:00:00,BNB/USDT,529.120,530.650,527.630,529.670,15475.57,8195508.71910,19564
1639940400000,2021-12-19 19:00:00,BNB/USDT,532.340,532.500,527.420,529.120,28731.92,15206426.92892,27159
1639936800000,2021-12-19 18:00:00,BNB/USDT,533.000,533.000,530.100,532.330,20979.79,11148523.55030,19244
1639933200000,2021-12-19 17:00:00,BNB/USDT,533.200,534.100,531.580,532.990,16781.05,8941813.59530,17820
1639929600000,2021-12-19 16:00:00,BNB/USDT,534.040,536.550,533.000,533.200,19191.30,10260668.76360,18810
1639926000000,2021-12-19 15:00:00,BNB/USDT,534.960,535.360,532.300,534.060,18881.51,10073570.85480,19409
1639922400000,2021-12-19 14:00:00,BNB/USDT,536.510,541.200,532.250,534.950,77284.84,41469406.38930,51873
1639918800000,2021-12-19 13:00:00,BNB/USDT,534.440,537.820,531.060,536.500,37404.39,19984420.23910,29301
1639915200000,2021-12-19 12:00:00,BNB/USDT,535.180,535.330,531.290,534.440,29665.45,15817228.43370,25845
1639911600000,2021-12-19 11:00:00,BNB/USDT,535.290,535.970,533.010,535.170,25067.81,13394881.12450,23958
