https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,tradecount
1636606800000,2021-11-11 05:00:00,ADA/USDT,2.09560,2.11990,2.09420,2.11770,16931870,35665897.29720,36819
1636603200000,2021-11-11 04:00:00,ADA/USDT,2.10320,2.10380,2.07750,2.09520,15283296,31961366.76160,33008
1636599600000,2021-11-11 03:00:00,ADA/USDT,2.08950,2.10870,2.08150,2.10330,22735054,47652328.22010,41960
1636596000000,2021-11-11 02:00:00,ADA/USDT,2.09050,2.09050,2.06210,2.08960,17751160,36828223.41540,40835
1636592400000,2021-11-11 01:00:00,ADA/USDT,2.11470,2.11470,2.08030,2.09050,22492954,47148231.62170,43851
1636588800000,2021-11-11 00:00:00,ADA/USDT,2.09690,2.11500,2.05790,2.11470,42738505,89030780.39840,75430
1636585200000,2021-11-10 23:00:00,ADA/USDT,2.11500,2.11510,2.06500,2.09700,43737487,91301985.03040,78242
1636581600000,2021-11-10 22:00:00,ADA/USDT,2.04490,2.12410,2.01580,2.11490,58896403,122130370.64870,132305
1636578000000,2021-11-10 21:00:00,ADA/USDT,2.12390,2.13610,1.91780,2.04560,199177565,406768919.02430,426978
1636574400000,2021-11-10 20:00:00,ADA/USDT,2.17100,2.19120,2.05970,2.12380,142131441,303962113.91920,272081
1636570800000,2021-11-10 19:00:00,ADA/USDT,2.23060,2.24620,2.16000,2.17110,42294468,93317853.78570,99595
1636567200000,2021-11-10 18:00:00,ADA/USDT,2.25960,2.26080,2.22410,2.23080,24605126,55179494.82950,57092
1636563600000,2021-11-10 17:00:00,ADA/USDT,2.27510,2.27570,2.25530,2.25950,11861761,26887480.06910,35562
1636560000000,2021-11-10 16:00:00,ADA/USDT,2.25390,2.29030,2.25360,2.27510,26105146,59277716.26340,66064
1636556400000,2021-11-10 15:00:00,ADA/USDT,2.25620,2.27350,2.25210,2.25390,18198694,41195376.16670,45791
1636552800000,2021-11-10 14:00:00,ADA/USDT,2.25500,2.29170,2.24630,2.25600,48974296,111022129.93460,110548
1636549200000,2021-11-10 13:00:00,ADA/USDT,2.20210,2.25640,2.20210,2.25500,47172359,105191229.87860,94855
1636545600000,2021-11-10 12:00:00,ADA/USDT,2.23250,2.24290,2.19590,2.20210,30152043,66921549.84960,69351
1636542000000,2021-11-10 11:00:00,ADA/USDT,2.23450,2.24840,2.23250,2.23250,14952061,33489618.54280,42892
1636538400000,2021-11-10 10:00:00,ADA/USDT,2.24050,2.24560,2.22670,2.23450,14542783,32527007.27240,40352
1636534800000,2021-11-10 09:00:00,ADA/USDT,2.22130,2.24630,2.21080,2.24040,18532752,41284194.76760,48195
1636531200000,2021-11-10 08:00:00,ADA/USDT,2.22750,2.24560,2.21750,2.22140,17855031,39880758.04820,45723
1636527600000,2021-11-10 07:00:00,ADA/USDT,2.23920,2.24870,2.22410,2.22740,20997862,46964011.39580,50418
1636524000000,2021-11-10 06:00:00,ADA/USDT,2.20360,2.24330,2.20360,2.23930,19383358,43084730.90630,44751
1636520400000,2021-11-10 05:00:00,ADA/USDT,2.23240,2.23360,2.20240,2.20370,18604430,41306693.19980,44087
1636516800000,2021-11-10 04:00:00,ADA/USDT,2.20810,2.23830,2.19140,2.23240,32545805,72097249.86400,58741
1636513200000,2021-11-10 03:00:00,ADA/USDT,2.23890,2.23890,2.20000,2.20830,39801382,88202904.47160,69214
1636509600000,2021-11-10 02:00:00,ADA/USDT,2.24140,2.25450,2.23630,2.23880,12402121,27849764.56090,33574
1636506000000,2021-11-10 01:00:00,ADA/USDT,2.27590,2.28500,2.23280,2.24150,33751876,76091851.05300,72175
1636502400000,2021-11-10 00:00:00,ADA/USDT,2.27160,2.33440,2.26360,2.27590,45241948,103783142.23620,101338
1636498800000,2021-11-09 23:00:00,ADA/USDT,2.30320,2.31710,2.26750,2.27160,26606850,60897929.19220,61384
1636495200000,2021-11-09 22:00:00,ADA/USDT,2.28240,2.30860,2.26830,2.30310,18340107,41976006.21020,47674
1636491600000,2021-11-09 21:00:00,ADA/USDT,2.31230,2.31230,2.27390,2.28230,23366251,53503825.27270,50240
1636488000000,2021-11-09 20:00:00,ADA/USDT,2.30930,2.31870,2.28390,2.31240,32032262,73708309.23940,66794
1636484400000,2021-11-09 19:00:00,ADA/USDT,2.28120,2.32120,2.26510,2.30940,41223986,94470052.75890,86553
1636480800000,2021-11-09 18:00:00,ADA/USDT,2.28080,2.32700,2.27830,2.28110,59501678,137088658.70230,120597
1636477200000,2021-11-09 17:00:00,ADA/USDT,2.25860,2.29300,2.23070,2.28070,52722235,119215584.80350,105781
1636473600000,2021-11-09 16:00:00,ADA/USDT,2.28740,2.29540,2.21880,2.25870,96988626,219278768.78990,186864
1636470000000,2021-11-09 15:00:00,ADA/USDT,2.33310,2.33670,2.26610,2.28730,115442136,265623540.71810,210637
1636466400000,2021-11-09 14:00:00,ADA/USDT,2.32260,2.37860,2.31110,2.33310,114465395,269449084.73740,224722
1636462800000,2021-11-09 13:00:00,ADA/USDT,2.28220,2.32670,2.27860,2.32260,48677529,112251733.17430,106540
1636459200000,2021-11-09 12:00:00,ADA/USDT,2.29420,2.31000,2.25610,2.28220,54524611,124570333.43970,118872
1636455600000,2021-11-09 11:00:00,ADA/USDT,2.27240,2.34260,2.26610,2.29410,124754413,287592051.72300,245864
1636452000000,2021-11-09 10:00:00,ADA/USDT,2.25680,2.28490,2.25670,2.27250,30702475,69793206.04380,71453
1636448400000,2021-11-09 09:00:00,ADA/USDT,2.28510,2.28540,2.25000,2.25670,52180339,118439990.96070,99611
1636444800000,2021-11-09 08:00:00,ADA/USDT,2.23570,2.29990,2.23480,2.28510,105254428,239295803.87300,204242
1636441200000,2021-11-09 07:00:00,ADA/USDT,2.18580,2.25000,2.17790,2.23560,74878643,166428890.52140,152294
1636437600000,2021-11-09 06:00:00,ADA/USDT,2.17980,2.19400,2.16500,2.18580,23933001,52120532.16120,54314
1636434000000,2021-11-09 05:00:00,ADA/USDT,2.17540,2.19750,2.15360,2.17980,32698960,71136633.50120,73297
1636430400000,2021-11-09 04:00:00,ADA/USDT,2.14790,2.18290,2.14680,2.17530,25185616,54491066.93690,61983
1636426800000,2021-11-09 03:00:00,ADA/USDT,2.14440,2.15990,2.13850,2.14790,22766224,48919671.99260,53591
1636423200000,2021-11-09 02:00:00,ADA/USDT,2.10960,2.14750,2.10910,2.14450,22036692,46918372.67860,52208
1636419600000,2021-11-09 01:00:00,ADA/USDT,2.14420,2.14770,2.10750,2.10970,26344997,55921377.74900,54210
1636416000000,2021-11-09 00:00:00,ADA/USDT,2.12780,2.16900,2.11610,2.14420,38607530,82810043.99680,84438
1636412400000,2021-11-08 23:00:00,ADA/USDT,2.11660,2.13980,2.11600,2.12770,24742841,52685358.04480,57259
1636408800000,2021-11-08 22:00:00,ADA/USDT,2.10760,2.12590,2.10760,2.11650,11595552,24540796.12950,38067
1636405200000,2021-11-08 21:00:00,ADA/USDT,2.10150,2.11530,2.10000,2.10760,12742220,26865691.11610,32946
1636401600000,2021-11-08 20:00:00,ADA/USDT,2.09810,2.10510,2.08650,2.10150,21609272,45294967.72470,46461
1636398000000,2021-11-08 19:00:00,ADA/USDT,2.11200,2.12340,2.09090,2.09810,24187583,50960432.40130,50252
1636394400000,2021-11-08 18:00:00,ADA/USDT,2.10150,2.14290,2.10150,2.11210,61826665,131349432.21860,131568
1636390800000,2021-11-08 17:00:00,ADA/USDT,2.05180,2.10870,2.05070,2.10160,54017061,112832016.07230,121364
1636387200000,2021-11-08 16:00:00,ADA/USDT,2.04400,2.05760,2.03780,2.05180,15114770,30954184.20290,38173
1636383600000,2021-11-08 15:00:00,ADA/USDT,2.03130,2.04530,2.02820,2.04390,11876346,24204646.96540,25703
1636380000000,2021-11-08 14:00:00,ADA/USDT,2.02420,2.03390,2.02220,2.03140,10312175,20915406.87670,28545
1636376400000,2021-11-08 13:00:00,ADA/USDT,2.03920,2.04590,2.02120,2.02430,14874740,30245156.63570,35630
1636372800000,2021-11-08 12:00:00,ADA/USDT,2.04870,2.04870,2.03580,2.03920,9511434,19407133.00930,23183
1636369200000,2021-11-08 11:00:00,ADA/USDT,2.04040,2.04890,2.03550,2.04870,7728902,15771572.90210,20161
1636365600000,2021-11-08 10:00:00,ADA/USDT,2.03780,2.04680,2.03360,2.04030,11058687,22561446.80750,27844
1636362000000,2021-11-08 09:00:00,ADA/USDT,2.03230,2.03870,2.02840,2.03790,9917396,20155562.24610,23761
1636358400000,2021-11-08 08:00:00,ADA/USDT,2.04150,2.04510,2.02230,2.03240,16730890,34012808.64700,37426
1636354800000,2021-11-08 07:00:00,ADA/USDT,2.05210,2.05740,2.03800,2.04150,11278423,23081279.49940,32412
1636351200000,2021-11-08 06:00:00,ADA/USDT,2.04020,2.05750,2.03760,2.05210,11149317,22838096.01210,29814
1636347600000,2021-11-08 05:00:00,ADA/USDT,2.04220,2.04780,2.03720,2.04010,10226412,20883794.42330,27291
1636344000000,2021-11-08 04:00:00,ADA/USDT,2.04030,2.04440,2.03520,2.04220,8277447,16886206.05010,25011
1636340400000,2021-11-08 03:00:00,ADA/USDT,2.04290,2.04630,2.03660,2.04030,8245385,16831580.47330,24502
1636336800000,2021-11-08 02:00:00,ADA/USDT,2.05360,2.05630,2.04170,2.04290,8434534,17296763.17780,22566
1636333200000,2021-11-08 01:00:00,ADA/USDT,2.04660,2.06530,2.03950,2.05360,23151271,47519960.55400,54675
1636329600000,2021-11-08 00:00:00,ADA/USDT,2.02280,2.05260,2.01060,2.04670,28052204,57105018.65690,62435
1636326000000,2021-11-07 23:00:00,ADA/USDT,2.02110,2.02380,2.01590,2.02290,4871768,9838963.24630,16373
1636322400000,2021-11-07 22:00:00,ADA/USDT,2.02120,2.02390,2.01660,2.02120,4401763,8894931.82140,13505
1636318800000,2021-11-07 21:00:00,ADA/USDT,2.01680,2.02530,2.01440,2.02110,7699488,15557272.10870,20598
1636315200000,2021-11-07 20:00:00,ADA/USDT,2.01000,2.01690,2.00360,2.01680,8249658,16584601.41230,21429
1636311600000,2021-11-07 19:00:00,ADA/USDT,2.02160,2.02340,2.00950,2.01000,6895874,13898975.84370,17288
1636308000000,2021-11-07 18:00:00,ADA/USDT,2.01410,2.02470,2.00770,2.02150,12334849,24867992.52100,24267
1636304400000,2021-11-07 17:00:00,ADA/USDT,2.01890,2.02830,2.01210,2.01410,10135414,20473868.21890,28509
1636300800000,2021-11-07 16:00:00,ADA/USDT,2.03400,2.03670,2.01710,2.01900,15008090,30402268.39260,41012
1636297200000,2021-11-07 15:00:00,ADA/USDT,2.00530,2.03600,2.00510,2.03390,16359880,33048081.25470,44971
1636293600000,2021-11-07 14:00:00,ADA/USDT,1.99550,2.03230,1.99310,2.00530,21606879,43475413.56380,58349
1636290000000,2021-11-07 13:00:00,ADA/USDT,1.99290,2.00000,1.99220,1.99550,6472299,12921855.47430,21655
1636286400000,2021-11-07 12:00:00,ADA/USDT,1.99540,1.99720,1.98920,1.99290,5994924,11955265.84010,20619
1636282800000,2021-11-07 11:00:00,ADA/USDT,1.99610,1.99700,1.98780,1.99540,6085546,12119457.60890,17515
1636279200000,2021-11-07 10:00:00,ADA/USDT,1.99440,2.00230,1.98860,1.99600,10465673,20887708.74550,28342
1636275600000,2021-11-07 09:00:00,ADA/USDT,1.98890,1.99560,1.97620,1.99450,7463603,14822754.39480,24593
1636272000000,2021-11-07 08:00:00,ADA/USDT,1.98410,1.98970,1.98200,1.98900,4406267,8750792.64440,16460
1636268400000,2021-11-07 07:00:00,ADA/USDT,1.98240,1.98910,1.98110,1.98400,3227329,6407386.68230,12643
1636264800000,2021-11-07 06:00:00,ADA/USDT,1.99030,1.99530,1.98060,1.98250,5960980,11853573.58800,22585
1636261200000,2021-11-07 05:00:00,ADA/USDT,1.98770,1.99050,1.98220,1.99020,5621725,11162234.07870,20456
1636257600000,2021-11-07 04:00:00,ADA/USDT,1.99200,1.99580,1.98560,1.98770,4943733,9842000.65060,19843
1636254000000,2021-11-07 03:00:00,ADA/USDT,1.99330,1.99460,1.98870,1.99190,4762218,9482422.35420,21504
1636250400000,2021-11-07 02:00:00,ADA/USDT,1.99430,1.99960,1.98980,1.99330,5432643,10832116.28640,18881
1636246800000,2021-11-07 01:00:00,ADA/USDT,1.99810,2.00720,1.99190,1.99430,8331384,16666403.29050,24794
1636243200000,2021-11-07 00:00:00,ADA/USDT,2.00590,2.00590,1.98670,1.99820,7456245,14873575.81710,25793
1636239600000,2021-11-06 23:00:00,ADA/USDT,1.99840,2.00640,1.99810,2.00580,5312126,10636261.67760,16910
1636236000000,2021-11-06 22:00:00,ADA/USDT,1.99920,2.00600,1.98980,1.99840,6645617,13279959.04190,22143
1636232400000,2021-11-06 21:00:00,ADA/USDT,1.98870,1.99990,1.98860,1.99920,4328146,8630006.20130,20382
1636228800000,2021-11-06 20:00:00,ADA/USDT,1.99720,2.00100,1.98640,1.98850,10049455,20036087.17190,30520
1636225200000,2021-11-06 19:00:00,ADA/USDT,1.97400,2.00000,1.97140,1.99710,10481102,20812260.51260,30439
1636221600000,2021-11-06 18:00:00,ADA/USDT,1.97240,1.97880,1.96970,1.97390,4150420,8191132.13600,17075
1636218000000,2021-11-06 17:00:00,ADA/USDT,1.97390,1.98040,1.96880,1.97250,5199119,10266344.87220,18481
1636214400000,2021-11-06 16:00:00,ADA/USDT,1.97260,1.97770,1.96480,1.97400,6355342,12526352.80000,21544
1636210800000,2021-11-06 15:00:00,ADA/USDT,1.96590,1.97560,1.96490,1.97260,7346604,14483830.30950,23641
1636207200000,2021-11-06 14:00:00,ADA/USDT,1.96470,1.97130,1.95650,1.96580,6766946,13287589.99720,25507
1636203600000,2021-11-06 13:00:00,ADA/USDT,1.95620,1.97050,1.95250,1.96470,8904392,17469808.04640,29026
1636200000000,2021-11-06 12:00:00,ADA/USDT,1.96300,1.96940,1.94200,1.95620,15625277,30591634.24390,46237
1636196400000,2021-11-06 11:00:00,ADA/USDT,1.97350,1.97910,1.94200,1.96300,25899127,50848985.65340,68170
1636192800000,2021-11-06 10:00:00,ADA/USDT,1.98860,1.99440,1.97150,1.97370,10708889,21228596.48230,35462
1636189200000,2021-11-06 09:00:00,ADA/USDT,1.99730,2.00200,1.98610,1.98850,6232016,12436997.27720,22398
1636185600000,2021-11-06 08:00:00,ADA/USDT,1.99920,2.00800,1.99140,1.99730,9934177,19867518.80000,29069
1636182000000,2021-11-06 07:00:00,ADA/USDT,2.01420,2.02040,1.98500,1.99930,19277762,38526632.48600,46367
1636178400000,2021-11-06 06:00:00,ADA/USDT,2.02950,2.03170,2.01050,2.01420,6739906,13605490.60700,26853
1636174800000,2021-11-06 05:00:00,ADA/USDT,2.01160,2.04320,2.01160,2.02960,12900310,26161493.78670,41065
1636171200000,2021-11-06 04:00:00,ADA/USDT,2.02510,2.03570,2.00750,2.01120,11168972,22549095.49810,35676
1636167600000,2021-11-06 03:00:00,ADA/USDT,1.98920,2.03310,1.98870,2.02510,15723505,31666870.43410,46062
1636164000000,2021-11-06 02:00:00,ADA/USDT,1.99620,1.99850,1.98410,1.98930,6509817,12949761.29730,22253
1636160400000,2021-11-06 01:00:00,ADA/USDT,1.99810,2.00540,1.98440,1.99640,9080178,18120538.02050,32011
1636156800000,2021-11-06 00:00:00,ADA/USDT,1.98300,1.99930,1.97370,1.99810,9063216,18006135.10190,28727
1636153200000,2021-11-05 23:00:00,ADA/USDT,1.97660,1.98510,1.96600,1.98300,6044797,11938475.95720,18467
1636149600000,2021-11-05 22:00:00,ADA/USDT,1.97300,1.97870,1.96840,1.97670,4978910,9829234.50030,16633
1636146000000,2021-11-05 21:00:00,ADA/USDT,1.96550,1.97670,1.96470,1.97300,4646846,9166914.42880,15116
1636142400000,2021-11-05 20:00:00,ADA/USDT,1.98110,1.98110,1.96270,1.96550,7241387,14263028.58200,24654
1636138800000,2021-11-05 19:00:00,ADA/USDT,1.99760,1.99800,1.97140,1.98100,7430598,14729856.52550,29548
1636135200000,2021-11-05 18:00:00,ADA/USDT,1.98320,1.99780,1.98130,1.99760,6864118,13667579.90180,21903
1636131600000,2021-11-05 17:00:00,ADA/USDT,1.98940,1.99140,1.97720,1.98320,7660144,15197590.06260,23205
1636128000000,2021-11-05 16:00:00,ADA/USDT,1.97190,1.99080,1.97130,1.98940,8702673,17241404.70300,25273
1636124400000,2021-11-05 15:00:00,ADA/USDT,1.97420,1.98210,1.96000,1.97170,15972867,31466338.91820,41586
1636120800000,2021-11-05 14:00:00,ADA/USDT,2.00230,2.00390,1.97010,1.97410,14209707,28244517.09520,36689
1636117200000,2021-11-05 13:00:00,ADA/USDT,1.99300,2.01050,1.99100,2.00220,13398113,26835403.89180,34592
1636113600000,2021-11-05 12:00:00,ADA/USDT,1.97870,1.99410,1.97620,1.99300,9133486,18135362.20510,25642
1636110000000,2021-11-05 11:00:00,ADA/USDT,1.98530,1.99620,1.97800,1.97870,11350413,22549288.04390,29483
1636106400000,2021-11-05 10:00:00,ADA/USDT,1.99290,1.99960,1.97900,1.98510,11736401,23357602.31030,31768
1636102800000,2021-11-05 09:00:00,ADA/USDT,2.00770,2.00940,1.98100,1.99300,14945838,29788094.11130,40077
1636099200000,2021-11-05 08:00:00,ADA/USDT,2.00950,2.01240,2.00300,2.00780,6485689,13016263.68090,21983
1636095600000,2021-11-05 07:00:00,ADA/USDT,2.01010,2.01870,2.00600,2.00940,9155317,18431419.94990,25988
1636092000000,2021-11-05 06:00:00,ADA/USDT,2.00990,2.01810,2.00660,2.01010,9314316,18751963.99900,30812
1636088400000,2021-11-05 05:00:00,ADA/USDT,2.01170,2.01350,1.99860,2.00980,7274913,14596932.12950,20282
1636084800000,2021-11-05 04:00:00,ADA/USDT,2.00220,2.01700,1.99590,2.01180,13371196,26847474.38980,36711
1636081200000,2021-11-05 03:00:00,ADA/USDT,1.98260,2.00340,1.98260,2.00220,10024939,19991463.03070,30677
1636077600000,2021-11-05 02:00:00,ADA/USDT,1.98570,1.99280,1.98250,1.98260,7203909,14321179.60450,21362
1636074000000,2021-11-05 01:00:00,ADA/USDT,1.96400,1.98640,1.96330,1.98580,7515167,14844524.49830,24277
1636070400000,2021-11-05 00:00:00,ADA/USDT,1.98380,1.98530,1.96250,1.96400,10318755,20370767.24740,28585
1636066800000,2021-11-04 23:00:00,ADA/USDT,1.98400,1.99410,1.98050,1.98370,7570175,15038546.00350,20330
1636063200000,2021-11-04 22:00:00,ADA/USDT,1.99020,1.99070,1.97570,1.98390,6607032,13111676.54610,25415
1636059600000,2021-11-04 21:00:00,ADA/USDT,1.98550,1.99050,1.98200,1.99020,6092045,12101611.01930,23868
1636056000000,2021-11-04 20:00:00,ADA/USDT,1.98410,1.99110,1.97550,1.98550,8640733,17141322.99510,28974
1636052400000,2021-11-04 19:00:00,ADA/USDT,1.96540,1.98790,1.96400,1.98400,9179394,18174765.56650,27439
1636048800000,2021-11-04 18:00:00,ADA/USDT,1.96140,1.98970,1.95500,1.96540,17395819,34379610.76200,40142
1636045200000,2021-11-04 17:00:00,ADA/USDT,1.98000,1.98490,1.96040,1.96140,12314808,24287521.15450,35283
1636041600000,2021-11-04 16:00:00,ADA/USDT,1.97350,1.99280,1.95720,1.98000,22711860,44891348.95760,60513
1636038000000,2021-11-04 15:00:00,ADA/USDT,2.00310,2.00840,1.93100,1.97350,66375158,130941116.13940,153865
1636034400000,2021-11-04 14:00:00,ADA/USDT,2.01850,2.02500,2.00000,2.00300,17000310,34223684.01130,42467
1636030800000,2021-11-04 13:00:00,ADA/USDT,2.02570,2.03080,2.00890,2.01860,14659367,29601882.96270,38652
1636027200000,2021-11-04 12:00:00,ADA/USDT,2.01910,2.02990,2.01280,2.02550,9566577,19348603.68190,31909
1636023600000,2021-11-04 11:00:00,ADA/USDT,2.03410,2.03570,2.00650,2.01920,14039532,28391633.79350,35149
1636020000000,2021-11-04 10:00:00,ADA/USDT,2.03000,2.04030,2.02250,2.03420,11519131,23392631.55680,32115
1636016400000,2021-11-04 09:00:00,ADA/USDT,2.01060,2.03420,2.00560,2.03020,20199515,40864054.95370,47744
1636012800000,2021-11-04 08:00:00,ADA/USDT,2.00710,2.03450,2.00590,2.01070,18939564,38240085.75630,52550
1636009200000,2021-11-04 07:00:00,ADA/USDT,2.04700,2.04970,2.00260,2.00710,22978968,46498788.16040,61582
1636005600000,2021-11-04 06:00:00,ADA/USDT,2.03270,2.04860,2.03030,2.04700,9182768,18743109.78060,29010
1636002000000,2021-11-04 05:00:00,ADA/USDT,2.05500,2.05670,2.03050,2.03280,9042430,18472185.19430,33001
1635998400000,2021-11-04 04:00:00,ADA/USDT,2.04340,2.06060,2.04290,2.05510,9492780,19487009.29200,30887
1635994800000,2021-11-04 03:00:00,ADA/USDT,2.04720,2.04830,2.02630,2.04350,14076425,28689698.89620,41677
1635991200000,2021-11-04 02:00:00,ADA/USDT,2.05160,2.06280,2.04330,2.04720,11684885,23995166.38620,34168
1635987600000,2021-11-04 01:00:00,ADA/USDT,2.05540,2.06150,2.04330,2.05150,13405861,27502652.06080,41810
1635984000000,2021-11-04 00:00:00,ADA/USDT,2.06510,2.10620,2.05200,2.05540,28907600,60029103.39280,73142
1635980400000,2021-11-03 23:00:00,ADA/USDT,2.06070,2.06810,2.05500,2.06500,9142107,18863550.05910,30455
1635976800000,2021-11-03 22:00:00,ADA/USDT,2.07940,2.08500,2.05710,2.06080,11953565,24736428.19280,36323
1635973200000,2021-11-03 21:00:00,ADA/USDT,2.09160,2.10120,2.07290,2.07940,17186711,35909315.05040,45822
1635969600000,2021-11-03 20:00:00,ADA/USDT,2.06510,2.09260,2.06300,2.09170,15149650,31483523.51090,41379
1635966000000,2021-11-03 19:00:00,ADA/USDT,2.09550,2.09620,2.06430,2.06510,17984796,37372405.88180,46112
1635962400000,2021-11-03 18:00:00,ADA/USDT,2.06260,2.10300,2.03540,2.09560,41496436,86097973.62930,89699
1635958800000,2021-11-03 17:00:00,ADA/USDT,2.04860,2.07110,2.04510,2.06260,16712956,34373901.49470,41478
1635955200000,2021-11-03 16:00:00,ADA/USDT,2.07090,2.08500,2.03990,2.04860,24006817,49668724.67250,55831
1635951600000,2021-11-03 15:00:00,ADA/USDT,2.05960,2.07850,2.04260,2.07030,21213713,43710216.39130,50712
1635948000000,2021-11-03 14:00:00,ADA/USDT,2.04530,2.06930,2.02370,2.05950,30210136,62003112.02690,72696
1635944400000,2021-11-03 13:00:00,ADA/USDT,2.05660,2.08160,2.03030,2.04510,49299600,101338466.77720,106231
1635940800000,2021-11-03 12:00:00,ADA/USDT,2.11750,2.13050,2.03100,2.05660,71193870,147831254.36720,157211
1635937200000,2021-11-03 11:00:00,ADA/USDT,2.14180,2.14640,2.10530,2.11750,42735469,90907424.29560,95600
1635933600000,2021-11-03 10:00:00,ADA/USDT,2.10010,2.14530,2.09670,2.14180,40044147,85161534.04250,98115
1635930000000,2021-11-03 09:00:00,ADA/USDT,2.10460,2.13050,2.09200,2.10060,42812561,90489984.31070,93966
1635926400000,2021-11-03 08:00:00,ADA/USDT,2.07920,2.13540,2.07570,2.10460,75255787,158367457.63380,174276
1635922800000,2021-11-03 07:00:00,ADA/USDT,2.05030,2.08790,2.04820,2.07920,33805142,70001590.85770,85174
1635919200000,2021-11-03 06:00:00,ADA/USDT,2.02990,2.07100,2.02000,2.05030,43483900,88996278.61060,97351
1635915600000,2021-11-03 05:00:00,ADA/USDT,1.98020,2.08830,1.97930,2.02970,105454940,215908279.96360,237622
1635912000000,2021-11-03 04:00:00,ADA/USDT,1.96150,1.98990,1.95700,1.98020,18469776,36384737.82300,44959
1635908400000,2021-11-03 03:00:00,ADA/USDT,1.96170,1.96190,1.95450,1.96150,6923435,13553142.37130,27405
1635904800000,2021-11-03 02:00:00,ADA/USDT,1.96080,1.96170,1.95110,1.96170,10232663,20003563.06550,29644
1635901200000,2021-11-03 01:00:00,ADA/USDT,1.97150,1.97380,1.95700,1.96110,12413084,24379465.95620,32302
1635897600000,2021-11-03 00:00:00,ADA/USDT,1.97260,1.97430,1.96100,1.97170,10094066,19869112.63950,29464
1635894000000,2021-11-02 23:00:00,ADA/USDT,1.96430,1.97430,1.95610,1.97250,11411858,22421554.41950,30834
1635890400000,2021-11-02 22:00:00,ADA/USDT,1.96560,1.96940,1.96260,1.96420,5626066,11059759.78110,20646
1635886800000,2021-11-02 21:00:00,ADA/USDT,1.96570,1.97180,1.96110,1.96560,6847874,13467896.57600,21955
1635883200000,2021-11-02 20:00:00,ADA/USDT,1.98300,1.98380,1.96380,1.96570,11667682,23018189.23100,32595
1635879600000,2021-11-02 19:00:00,ADA/USDT,1.98090,1.98470,1.97780,1.98300,7841406,15537689.01010,21114
1635876000000,2021-11-02 18:00:00,ADA/USDT,1.98440,1.98700,1.97660,1.98100,11130378,22048211.75760,30042
1635872400000,2021-11-02 17:00:00,ADA/USDT,1.98870,1.99750,1.98420,1.98440,10796992,21499166.28100,33356
1635868800000,2021-11-02 16:00:00,ADA/USDT,1.99300,1.99700,1.97840,1.98870,17043547,33879965.17820,43456
1635865200000,2021-11-02 15:00:00,ADA/USDT,1.97700,1.99760,1.97670,1.99300,16270589,32347154.18300,49672
1635861600000,2021-11-02 14:00:00,ADA/USDT,1.99590,1.99620,1.97370,1.97690,18560641,36856956.91320,53665
1635858000000,2021-11-02 13:00:00,ADA/USDT,1.96720,1.99840,1.96520,1.99580,23918403,47433728.91930,58925
1635854400000,2021-11-02 12:00:00,ADA/USDT,1.96760,1.97680,1.96500,1.96710,9831979,19380961.33290,26962
1635850800000,2021-11-02 11:00:00,ADA/USDT,1.97250,1.98030,1.96650,1.96750,11854862,23408128.98530,31098
1635847200000,2021-11-02 10:00:00,ADA/USDT,1.97280,1.99110,1.96950,1.97250,23363218,46266973.40590,52292
1635843600000,2021-11-02 09:00:00,ADA/USDT,1.95380,1.97800,1.95140,1.97270,16383133,32231823.99230,38548
1635840000000,2021-11-02 08:00:00,ADA/USDT,1.95420,1.95850,1.94900,1.95380,8119698,15863094.85340,26795
1635836400000,2021-11-02 07:00:00,ADA/USDT,1.96680,1.96900,1.95220,1.95420,8131816,15950585.00030,31226
1635832800000,2021-11-02 06:00:00,ADA/USDT,1.95460,1.96720,1.95130,1.96670,8408455,16469182.64950,26258
1635829200000,2021-11-02 05:00:00,ADA/USDT,1.95630,1.95790,1.94960,1.95460,6995506,13671261.73320,21451
1635825600000,2021-11-02 04:00:00,ADA/USDT,1.94890,1.95870,1.94570,1.95620,7476644,14604645.93660,23801
1635822000000,2021-11-02 03:00:00,ADA/USDT,1.94170,1.94990,1.93880,1.94900,5776803,11229190.25900,21347
1635818400000,2021-11-02 02:00:00,ADA/USDT,1.94120,1.94940,1.94040,1.94170,7206610,14012211.85210,19263
1635814800000,2021-11-02 01:00:00,ADA/USDT,1.94250,1.95330,1.93610,1.94120,8356370,16251435.77570,24450
1635811200000,2021-11-02 00:00:00,ADA/USDT,1.94960,1.95600,1.93630,1.94260,10405348,20234727.80470,33344
1635807600000,2021-11-01 23:00:00,ADA/USDT,1.94700,1.95530,1.94490,1.94960,6985354,13626809.85750,22945
1635804000000,2021-11-01 22:00:00,ADA/USDT,1.94090,1.95220,1.93750,1.94670,8106031,15778375.00430,24984
1635800400000,2021-11-01 21:00:00,ADA/USDT,1.94040,1.94660,1.93230,1.94080,6244061,12108781.91430,22595
1635796800000,2021-11-01 20:00:00,ADA/USDT,1.95320,1.95340,1.93700,1.94040,9977021,19394008.91730,32666
1635793200000,2021-11-01 19:00:00,ADA/USDT,1.94050,1.95560,1.93510,1.95310,10369564,20204505.44080,28278
1635789600000,2021-11-01 18:00:00,ADA/USDT,1.94910,1.95000,1.93800,1.94050,9070458,17626871.60310,29086
